"log_time","user_created_time","impact_category","logged_value"
2024-01-31 16:30:36.791 +1100,2023-12-07 11:21:17.225 +1100,hours_of_sleep,7
2024-01-31 16:30:42.258 +1100,2023-12-07 11:21:17.225 +1100,energy_level_upon_awakening,6
2024-01-31 16:30:48.430 +1100,2023-12-07 11:21:17.225 +1100,mood,7
2024-01-31 20:52:30.947 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,4.87
2024-01-31 20:52:33.962 +1100,2022-09-10 20:36:44.882 +1000,mood,8.58
2024-04-06 03:58:53.846 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,7
2024-04-06 03:59:05.137 +1100,2023-01-26 02:57:05.097 +1100,mood,10
2024-04-07 01:13:51.304 +1100,2024-03-27 08:59:52.256 +1100,mood,7.07
2024-03-29 02:27:35.582 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,7
2024-04-01 09:44:38.737 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-04-01 09:44:40.937 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,7.22
2024-04-01 09:44:43.119 +1100,2022-09-10 20:36:44.882 +1000,mood,6.16
2024-02-01 01:19:32.343 +1100,2023-12-22 04:52:25.763 +1100,mood,5.13
2024-04-05 05:52:02.269 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,7.1
2024-02-01 02:09:37.169 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6
2024-02-01 02:09:45.766 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,5.1
2024-02-01 02:09:55.016 +1100,2023-10-28 06:40:22.281 +1100,mood,6
2024-02-01 02:14:17.192 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,7.5
2024-02-01 02:14:20.622 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,5
2024-02-01 02:14:23.592 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-04-05 05:52:23.936 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,4.5
2024-04-06 03:59:00.094 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,10
2024-04-07 02:37:05.683 +1000,2023-06-12 22:34:32.622 +1000,energy_level_upon_awakening,6
2024-02-01 06:00:18.720 +1100,2023-12-07 11:21:17.225 +1100,perception_of_productivity,7
2024-02-01 06:00:28.589 +1100,2023-12-07 11:21:17.225 +1100,mood,8
2024-02-01 06:03:44.200 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-02-01 06:05:51.587 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-02-01 07:09:54.326 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-02-01 07:09:56.977 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,5.31
2024-02-01 07:09:59.406 +1100,2022-09-10 20:36:44.882 +1000,mood,4.69
2024-02-01 08:56:07.677 +1100,2022-08-28 20:42:11.356 +1000,mood,7.89
2024-02-01 09:08:43.393 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,10
2024-02-01 09:08:54.207 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,10
2024-02-01 09:09:03.713 +1100,2023-10-09 17:57:51.716 +1100,mood,10
2024-02-01 11:00:52.030 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,5
2024-02-01 11:00:55.396 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-01 11:18:11.549 +1100,2024-01-10 16:31:41.513 +1100,perception_of_productivity,7
2024-02-01 11:18:17.690 +1100,2024-01-10 16:31:41.513 +1100,mood,8
2024-04-07 22:32:44.321 +1000,2024-03-27 08:59:52.256 +1100,mood,6.96
2024-04-08 18:35:37.478 +1000,2024-04-05 20:36:18.739 +1100,mood,0
2024-04-09 00:18:10.725 +1000,2024-03-29 04:40:48.364 +1100,hours_of_sleep,7
2024-04-09 02:37:58.607 +1000,2023-01-26 02:57:05.097 +1100,hours_of_sleep,6
2024-04-09 02:38:11.908 +1000,2023-01-26 02:57:05.097 +1100,mood,8
2024-02-01 16:34:03.376 +1100,2023-12-07 11:21:17.225 +1100,hours_of_sleep,7
2024-02-01 16:34:10.671 +1100,2023-12-07 11:21:17.225 +1100,energy_level_upon_awakening,7
2024-02-01 16:34:16.403 +1100,2023-12-07 11:21:17.225 +1100,mood,7
2024-02-01 16:59:45.228 +1100,2023-06-28 03:46:07.052 +1000,hours_of_sleep,5
2024-02-01 16:59:56.795 +1100,2023-06-28 03:46:07.052 +1000,energy_level_upon_awakening,10
2024-02-01 17:00:04.297 +1100,2023-06-28 03:46:07.052 +1000,mood,10
2024-02-01 20:06:10.687 +1100,2024-01-30 00:50:40.963 +1100,hours_of_sleep,0
2024-02-01 20:06:19.561 +1100,2024-01-30 00:50:40.963 +1100,energy_level_upon_awakening,5.47
2024-02-01 20:06:29.453 +1100,2024-01-30 00:50:40.963 +1100,mood,7.42
2024-02-01 21:35:32.843 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,5.37
2024-02-01 21:35:35.536 +1100,2022-09-10 20:36:44.882 +1000,mood,4.86
2024-02-02 00:41:57.789 +1100,2023-10-28 06:40:22.281 +1100,perception_of_productivity,6.4
2024-02-02 00:42:10.551 +1100,2023-10-28 06:40:22.281 +1100,mood,7
2024-03-29 02:27:46.506 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8.5
2024-03-29 02:27:54.778 +1100,2023-01-26 02:57:05.097 +1100,mood,7
2024-02-02 02:08:52.908 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,5
2024-02-02 02:09:03.479 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,2.5
2024-02-02 02:09:08.533 +1100,2023-10-28 06:40:22.281 +1100,mood,5
2024-02-02 02:14:43.034 +1100,2024-01-10 16:31:41.513 +1100,hours_of_sleep,8
2024-02-02 02:14:52.019 +1100,2024-01-10 16:31:41.513 +1100,energy_level_upon_awakening,7
2024-02-02 04:51:01.277 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2024-02-02 04:51:09.001 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2024-02-02 04:51:19.329 +1100,2023-01-26 02:57:05.097 +1100,mood,10
2024-02-02 05:57:00.614 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-02-02 05:57:39.539 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-02-02 06:03:30.552 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-02-02 06:03:32.756 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,5.88
2024-02-02 06:03:35.016 +1100,2022-09-10 20:36:44.882 +1000,mood,6.41
2024-02-02 09:01:12.984 +1100,2024-01-10 16:31:41.513 +1100,perception_of_productivity,5
2024-02-02 10:14:24.577 +1100,2022-08-28 20:42:11.356 +1000,mood,8
2024-02-02 11:00:41.131 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,5
2024-02-02 11:00:54.713 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-03-29 02:56:16.525 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,8
2024-03-29 02:56:20.335 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,5
2024-02-02 17:35:44.830 +1100,2023-06-28 03:46:07.052 +1000,hours_of_sleep,8
2024-02-02 17:35:51.223 +1100,2023-06-28 03:46:07.052 +1000,energy_level_upon_awakening,10
2024-02-02 17:36:00.475 +1100,2023-06-28 03:46:07.052 +1000,mood,10
2024-02-02 21:43:37.081 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,5.18
2024-02-02 21:43:40.617 +1100,2022-09-10 20:36:44.882 +1000,mood,7.28
2024-02-03 01:37:41.076 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,7.75
2024-02-03 01:37:47.800 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,6
2024-02-03 01:37:50.680 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-04-01 09:49:48.884 +1100,2022-08-28 20:42:11.356 +1000,mood,7.03
2024-02-03 04:10:50.374 +1100,2024-01-10 16:31:41.513 +1100,hours_of_sleep,9
2024-04-04 03:47:41.578 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,7.75
2024-02-03 05:01:24.063 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,8
2024-02-03 05:01:31.154 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,10
2024-02-03 05:01:41.374 +1100,2023-01-26 02:57:05.097 +1100,mood,10
2024-02-03 05:58:05.362 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-02-03 05:58:49.945 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,4.84
2024-02-03 07:22:38.849 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-04-04 03:47:45.629 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,4.5
2024-02-03 07:22:41.608 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,6.33
2024-02-03 07:22:43.993 +1100,2022-09-10 20:36:44.882 +1000,mood,5.29
2024-02-03 08:27:22.235 +1100,2022-08-28 20:42:11.356 +1000,mood,8.59
2024-02-03 11:02:56.836 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,6
2024-02-03 11:02:59.582 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-03 15:42:01.310 +1100,2023-06-28 03:46:07.052 +1000,hours_of_sleep,8
2024-02-03 15:42:07.901 +1100,2023-06-28 03:46:07.052 +1000,energy_level_upon_awakening,10
2024-02-03 15:42:15.130 +1100,2023-06-28 03:46:07.052 +1000,mood,10
2024-02-03 21:11:18.692 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,5.75
2024-02-03 21:11:21.495 +1100,2022-09-10 20:36:44.882 +1000,mood,7.83
2024-02-04 02:07:55.980 +1100,2024-01-10 16:31:41.513 +1100,hours_of_sleep,7
2024-02-04 02:08:06.089 +1100,2024-01-10 16:31:41.513 +1100,mood,5
2024-02-04 02:53:19.298 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,7
2024-02-04 02:53:24.801 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,6
2024-02-04 02:53:28.412 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-04 04:08:15.912 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2024-02-04 04:08:24.886 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,6
2024-02-04 04:08:34.780 +1100,2023-01-26 02:57:05.097 +1100,mood,6
2024-02-04 05:54:31.687 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-02-04 06:02:39.866 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,4.5
2024-02-04 09:00:20.619 +1100,2024-01-10 16:31:41.513 +1100,perception_of_productivity,5
2024-02-04 09:00:24.232 +1100,2024-01-10 16:31:41.513 +1100,mood,5
2024-02-04 10:04:39.530 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-02-04 10:04:42.617 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,6.53
2024-02-04 10:04:44.943 +1100,2022-09-10 20:36:44.882 +1000,mood,7.01
2024-02-04 12:26:38.760 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6
2024-02-04 12:26:44.450 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,5
2024-02-04 12:26:52.936 +1100,2023-10-28 06:40:22.281 +1100,mood,7.5
2024-02-04 12:56:42.581 +1100,2022-08-28 20:42:11.356 +1000,mood,8
2024-02-04 13:16:51.364 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,5
2024-02-04 13:16:57.410 +1100,2023-08-17 03:37:21.683 +1000,mood,3
2024-02-04 21:24:32.574 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,5.18
2024-02-04 21:24:35.408 +1100,2022-09-10 20:36:44.882 +1000,mood,7.31
2024-02-05 00:10:20.894 +1100,2023-10-28 06:40:22.281 +1100,perception_of_productivity,4.4
2024-02-05 00:10:27.231 +1100,2023-10-28 06:40:22.281 +1100,mood,7.2
2024-02-05 04:01:53.872 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,0
2024-02-05 04:01:57.935 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,6
2024-02-05 04:02:02.046 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-03-26 19:58:16.754 +1100,2024-01-30 00:50:40.963 +1100,hours_of_sleep,0
2024-03-29 02:56:28.633 +1100,2023-08-17 03:37:21.683 +1000,mood,5.5
2024-02-05 05:38:31.351 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,8
2024-02-05 05:38:37.260 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,5
2024-02-05 05:38:46.209 +1100,2023-10-28 06:40:22.281 +1100,mood,7.5
2024-02-05 05:52:17.899 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-02-05 06:09:24.199 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-02-05 06:09:28.232 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,7.72
2024-02-05 06:09:30.933 +1100,2022-09-10 20:36:44.882 +1000,mood,7.18
2024-02-05 06:47:57.436 +1100,2024-01-10 16:31:41.513 +1100,hours_of_sleep,8
2024-02-05 06:59:46.215 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2024-02-05 06:59:55.375 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2024-02-05 07:00:11.056 +1100,2023-01-26 02:57:05.097 +1100,mood,9
2024-02-05 07:29:24.818 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-02-05 07:35:13.731 +1100,2022-08-28 20:42:11.356 +1000,mood,7
2024-02-05 11:01:20.249 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,3
2024-02-05 11:01:23.365 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-05 11:01:28.973 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,3
2024-02-05 11:11:41.337 +1100,2023-03-10 14:40:20.078 +1100,mood,8
2024-02-05 15:11:17.480 +1100,2024-02-01 20:00:10.173 +1100,hours_of_sleep,0
2024-02-05 15:11:24.277 +1100,2024-02-01 20:00:10.173 +1100,energy_level_upon_awakening,5
2024-02-05 15:11:31.735 +1100,2024-02-01 20:00:10.173 +1100,mood,4.61
2024-02-05 15:26:16.213 +1100,2024-02-01 20:00:10.173 +1100,hours_of_sleep,0
2024-02-05 15:26:21.502 +1100,2024-02-01 20:00:10.173 +1100,energy_level_upon_awakening,6.02
2024-02-05 18:29:20.447 +1100,2023-12-07 11:21:17.225 +1100,hours_of_sleep,6
2024-02-05 18:29:28.864 +1100,2023-12-07 11:21:17.225 +1100,energy_level_upon_awakening,7
2024-02-05 18:29:36.169 +1100,2023-12-07 11:21:17.225 +1100,mood,8
2024-02-05 20:27:21.914 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,7.4
2024-02-05 20:27:24.228 +1100,2022-09-10 20:36:44.882 +1000,mood,7.13
2024-02-05 23:18:06.952 +1100,2023-11-13 22:16:54.757 +1100,hours_of_sleep,0
2024-02-06 01:29:33.666 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2024-02-06 01:29:36.919 +1100,2023-10-28 06:40:22.281 +1100,perception_of_productivity,7.2
2024-02-06 01:29:40.584 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,9
2024-02-06 01:29:48.413 +1100,2023-01-26 02:57:05.097 +1100,mood,8
2024-02-06 01:29:49.017 +1100,2023-10-28 06:40:22.281 +1100,mood,6.7
2024-02-06 02:16:49.234 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6
2024-02-06 02:16:59.019 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,6.1
2024-02-06 02:17:07.867 +1100,2023-10-28 06:40:22.281 +1100,mood,6
2024-02-06 03:40:22.263 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,8.5
2024-02-06 03:40:25.742 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,6
2024-02-06 03:40:29.162 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-03-26 19:58:22.621 +1100,2024-01-30 00:50:40.963 +1100,energy_level_upon_awakening,7.73
2024-04-01 12:28:56.788 +1100,2024-03-29 04:11:26.291 +1100,mood,5
2024-02-06 07:11:03.713 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-02-06 07:11:06.174 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,6.72
2024-02-06 07:11:10.775 +1100,2022-09-10 20:36:44.882 +1000,mood,8.1
2024-02-06 09:07:02.394 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,7
2024-02-06 09:07:20.702 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-02-06 09:57:54.889 +1100,2022-08-28 20:42:11.356 +1000,mood,8
2024-02-06 11:01:48.780 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,6
2024-02-06 11:01:52.935 +1100,2023-08-17 03:37:21.683 +1000,mood,5
2024-02-06 20:40:01.918 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,8.88
2024-02-06 20:40:04.585 +1100,2022-09-10 20:36:44.882 +1000,mood,8
2024-04-04 03:47:51.843 +1100,2023-08-17 03:37:21.683 +1000,mood,4
2024-02-07 02:28:03.072 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,7
2024-02-07 02:28:18.812 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,6
2024-02-07 02:28:21.638 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-07 03:30:47.348 +1100,2023-12-07 11:21:17.225 +1100,hours_of_sleep,7
2024-02-07 03:30:54.527 +1100,2023-12-07 11:21:17.225 +1100,energy_level_upon_awakening,6
2024-02-07 03:30:59.380 +1100,2023-12-07 11:21:17.225 +1100,mood,6
2024-02-07 04:04:27.713 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2024-02-07 04:04:37.877 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2024-02-07 04:04:44.550 +1100,2023-01-26 02:57:05.097 +1100,mood,9
2024-02-07 05:35:18.596 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,10
2024-02-07 05:35:27.433 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,9.3
2024-02-07 05:35:35.136 +1100,2023-10-09 17:57:51.716 +1100,mood,10
2024-02-07 05:58:37.155 +1100,2023-12-22 04:52:25.763 +1100,mood,0
2024-02-07 06:00:17.226 +1100,2023-12-07 11:21:17.225 +1100,perception_of_productivity,5
2024-02-07 06:00:23.985 +1100,2023-12-07 11:21:17.225 +1100,mood,5
2024-02-07 07:18:54.205 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,7.45
2024-02-07 07:19:27.267 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-02-07 07:21:12.579 +1100,2022-08-28 20:42:11.356 +1000,mood,7
2024-02-07 07:57:46.643 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-02-07 07:57:48.992 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,5.91
2024-02-07 07:57:51.114 +1100,2022-09-10 20:36:44.882 +1000,mood,7.31
2024-02-07 11:00:48.720 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,5
2024-02-07 11:00:51.768 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-07 12:20:00.022 +1100,2023-11-11 07:22:30.313 +1100,hours_of_sleep,0
2024-02-07 12:21:05.363 +1100,2023-11-11 07:22:30.313 +1100,energy_level_upon_awakening,9.06
2024-02-07 12:26:28.612 +1100,2023-11-11 07:22:30.313 +1100,mood,9.14
2024-02-07 15:52:18.635 +1100,2023-12-07 11:21:17.225 +1100,hours_of_sleep,6
2024-02-07 15:52:23.079 +1100,2023-12-07 11:21:17.225 +1100,energy_level_upon_awakening,7
2024-02-07 15:52:29.181 +1100,2023-12-07 11:21:17.225 +1100,mood,7
2024-02-07 16:50:15.534 +1100,2024-02-05 17:09:28.280 +1100,hours_of_sleep,0
2024-02-07 16:50:18.914 +1100,2024-02-05 17:09:28.280 +1100,energy_level_upon_awakening,5
2024-02-07 16:50:46.220 +1100,2024-02-05 17:09:28.280 +1100,mood,5
2024-02-07 20:51:26.018 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,7.8
2024-02-07 20:51:27.527 +1100,2022-09-10 20:36:44.882 +1000,mood,8.65
2024-02-08 00:30:42.630 +1100,2023-10-28 06:40:22.281 +1100,perception_of_productivity,7
2024-02-08 00:30:51.865 +1100,2023-10-28 06:40:22.281 +1100,mood,7.1
2024-02-08 01:57:50.723 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,6.25
2024-02-08 01:57:58.441 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,5
2024-02-08 01:58:01.352 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-08 03:07:26.990 +1100,2023-06-28 03:46:07.052 +1000,hours_of_sleep,8
2024-02-08 03:07:34.635 +1100,2023-06-28 03:46:07.052 +1000,energy_level_upon_awakening,10
2024-02-08 03:07:42.201 +1100,2023-06-28 03:46:07.052 +1000,mood,10
2024-02-08 04:36:00.823 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2024-02-08 04:36:08.330 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,8
2024-02-08 04:36:19.150 +1100,2023-01-26 02:57:05.097 +1100,mood,9
2024-03-26 19:58:28.385 +1100,2024-01-30 00:50:40.963 +1100,mood,8.36
2024-03-29 04:57:03.477 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-02-08 06:36:25.634 +1100,2022-10-07 02:54:12.769 +1100,hours_of_sleep,8
2024-02-08 06:36:34.487 +1100,2022-10-07 02:54:12.769 +1100,energy_level_upon_awakening,5
2024-02-08 06:36:42.088 +1100,2022-10-07 02:54:12.769 +1100,mood,5
2024-02-08 06:50:48.147 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6.5
2024-02-08 06:50:55.589 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,7.9
2024-02-08 06:51:02.082 +1100,2023-10-28 06:40:22.281 +1100,mood,5.4
2024-02-08 07:52:22.624 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,7.31
2024-02-08 07:52:47.554 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5
2024-02-08 08:18:14.723 +1100,2022-08-28 20:42:11.356 +1000,mood,7.89
2024-02-08 09:17:32.961 +1100,2023-11-11 07:22:30.313 +1100,hours_of_sleep,0
2024-02-08 09:17:53.829 +1100,2023-11-11 07:22:30.313 +1100,energy_level_upon_awakening,5
2024-02-08 09:18:07.024 +1100,2023-11-11 07:22:30.313 +1100,mood,6.95
2024-02-08 11:06:01.588 +1100,2023-10-09 17:57:51.716 +1100,hours_of_sleep,13
2024-02-08 11:06:08.263 +1100,2023-10-09 17:57:51.716 +1100,energy_level_upon_awakening,10
2024-02-08 11:06:13.421 +1100,2023-10-09 17:57:51.716 +1100,mood,10
2024-03-29 04:57:42.757 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,7.03
2024-02-08 15:32:02.648 +1100,2023-10-28 06:40:22.281 +1100,perception_of_productivity,7.4
2024-02-08 15:32:10.284 +1100,2023-10-28 06:40:22.281 +1100,mood,5.4
2024-02-08 20:00:34.431 +1100,2024-02-05 17:09:28.280 +1100,perception_of_productivity,3.13
2024-02-08 20:00:39.102 +1100,2024-02-05 17:09:28.280 +1100,mood,3.52
2024-02-08 21:45:12.813 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,7.47
2024-02-08 21:45:15.433 +1100,2022-09-10 20:36:44.882 +1000,mood,7.73
2024-02-08 21:46:29.134 +1100,2023-06-28 03:46:07.052 +1000,hours_of_sleep,8
2024-02-08 21:46:35.971 +1100,2023-06-28 03:46:07.052 +1000,energy_level_upon_awakening,9.7
2024-02-08 21:46:45.544 +1100,2023-06-28 03:46:07.052 +1000,mood,10
2024-02-09 01:57:49.446 +1100,2023-10-28 06:40:22.281 +1100,hours_of_sleep,6.5
2024-02-09 01:57:55.366 +1100,2023-10-28 06:40:22.281 +1100,energy_level_upon_awakening,7.9
2024-02-09 01:58:01.815 +1100,2023-10-28 06:40:22.281 +1100,mood,4.9
2024-02-09 02:45:49.348 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,0
2024-02-09 02:45:55.988 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,7
2024-02-09 02:46:04.973 +1100,2023-01-26 02:57:05.097 +1100,mood,4
2024-02-09 04:41:14.543 +1100,2023-11-11 07:22:30.313 +1100,hours_of_sleep,0
2024-02-09 04:41:25.953 +1100,2023-11-11 07:22:30.313 +1100,energy_level_upon_awakening,9
2024-02-09 04:41:31.162 +1100,2023-11-11 07:22:30.313 +1100,mood,10
2024-04-04 04:00:26.771 +1100,2023-12-07 11:21:17.225 +1100,perception_of_productivity,9
2024-02-09 06:18:23.021 +1100,2024-01-10 16:31:41.513 +1100,hours_of_sleep,10
2024-02-09 06:45:17.011 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,0
2024-02-09 06:46:04.153 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,5.16
2024-02-09 07:54:07.968 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
2024-02-09 07:54:11.076 +1100,2022-09-10 20:36:44.882 +1000,energy_level_upon_awakening,7.77
2024-02-09 07:54:13.952 +1100,2022-09-10 20:36:44.882 +1000,mood,8.2
2024-02-09 07:58:18.855 +1100,2022-08-28 20:42:11.356 +1000,mood,8
2024-02-09 11:01:03.088 +1100,2023-08-17 03:37:21.683 +1000,perception_of_productivity,5
2024-02-09 11:01:06.210 +1100,2023-08-17 03:37:21.683 +1000,mood,6
2024-02-09 21:46:38.266 +1100,2022-09-10 20:36:44.882 +1000,perception_of_productivity,6.47
2024-02-09 21:46:40.938 +1100,2022-09-10 20:36:44.882 +1000,mood,6.11
2024-02-10 02:26:13.074 +1100,2023-08-17 03:37:21.683 +1000,hours_of_sleep,8.25
2024-02-10 02:26:20.527 +1100,2023-08-17 03:37:21.683 +1000,energy_level_upon_awakening,5
2024-02-10 02:26:25.485 +1100,2023-08-17 03:37:21.683 +1000,mood,5
2024-02-10 05:02:33.646 +1100,2022-08-28 20:42:11.356 +1000,hours_of_sleep,7
2024-02-10 05:03:00.752 +1100,2022-08-28 20:42:11.356 +1000,energy_level_upon_awakening,4
2024-02-10 05:33:25.418 +1100,2023-01-26 02:57:05.097 +1100,hours_of_sleep,8
2024-02-10 05:33:32.134 +1100,2023-01-26 02:57:05.097 +1100,energy_level_upon_awakening,9
2024-02-10 05:33:38.959 +1100,2023-01-26 02:57:05.097 +1100,mood,9
2024-02-10 06:36:10.779 +1100,2022-09-10 20:36:44.882 +1000,hours_of_sleep,0
